,headline,abstract,date,category,emotion,source,links,sentiment,Emotion,reportCountry
408,"Trump Targets WeChat and TikTok, in Sharp Escalation With China",The government cited national security concerns in announcing sweeping restrictions,2020/8/7,politics,-1,nytimes,https://www.nytimes.com/2020/08/06/technology/trump-wechat-tiktok-china.html,-0.125,-0.825,1
115,U.S. Faces Tough ¡®Great Game¡¯ Against China in Central Asia and Beyond,The Trump administration sees former Soviet republics in the heart,2020/2/13,politics ,0,nytimes,https://www.nytimes.com/2020/02/13/world/asia/china-great-game-central-asia-trump.html,-0.194444444,-0.194444444,1
463,"After Trump¡¯s TikTok Ban, China Readies Blacklist of Foreign Companies","Beijing issued rules that could allow it to halt exports,",2020/9/19,society,-1,nytimes,https://www.nytimes.com/2020/09/19/technology/china-tiktok-wechat-blacklist.html,-0.125,-0.825,1
728,US university leaders slam Trump policy on foreign students,,2020/7/9,politics,-1,chinadaily,https://global.chinadaily.com.cn/a/202008/27/WS5f47a5cea310675eafc55f2d.html,-0.125,-0.825,1
803,Clean network' proposed by US a dirty scheme,,2020/8/27,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202005/26/WS5ecc4dd3a3102640f4a63764.html,-0.116666667,-0.823333333,1
46,10 Injured and Community Center Damaged in Chinatown Fire,A building critical to several community groups in Chinatown was,2020/1/24,society ,-1,nytimes,https://www.nytimes.com/2020/01/24/nyregion/chinatown-fire.html,-0.1,-0.82,1
198,China¡¯s Coronavirus Battle Is Waning. Its Propaganda Fight Is Not.,"After the pandemic subsides, whether Beijing is praised or pilloried",2020/4/8,covid-19,-1,nytimes,https://www.nytimes.com/2020/04/08/world/asia/coronavirus-china-narrative.html,-0.1,-0.82,1
229,Some Trump Officials Take Harder Actions on China During Pandemic,Since the coronavirus spread from a metropolis on the Yangtze,2020/5/1,covid-19,-1,nytimes,https://www.nytimes.com/2020/05/01/us/politics/coronavirus-china-trump.html,-0.1,-0.82,1
333,"China¡¯s Military Provokes Its Neighbors, but the Message Is for the United States","From the Himalayas to the South China Sea, China is",2020/6/26,military,-1,nytimes,https://www.nytimes.com/2020/06/26/international-home/china-military-india-taiwan.html,-0.1,-0.82,1
123,"Slowed by the Coronavirus, China Inc. Struggles to Reopen","Some factories are firing up again, but with many workers",2020/2/17,covid-19,0,nytimes,https://www.nytimes.com/2020/02/17/business/china-coronavirus-economy.html,0,0,1
124,Coronavirus Empties European Cities of Chinese Tourists,"Hotels, stores and destinations across the Continent have come to",2020/2/17,covid-19,0,nytimes,https://www.nytimes.com/2020/02/17/world/europe/coronavirus-tourism-europe.html,0,0,1
344,"With Beijing¡¯s Military Nearby, U.S. Sends 2 Aircraft Carriers to South China Sea",The deployment of an American aircraft carrier and its strike,2020/7/4,military,-1,nytimes,https://www.nytimes.com/2020/07/04/us/politics/south-china-sea-aircraft-carrier.html,-0.1,-0.82,1
393,"As the World Gets Tougher on China, Japan Tries to Thread a Needle",Tokyo has not confronted Beijing as the United States and,2020/7/25,politics,-1,nytimes,https://www.nytimes.com/2020/07/25/world/asia/japan-china-xi.html,-0.1,-0.82,1
475,"China Gives Unproven Covid-19 Vaccines to Thousands, With Risks Unknown","Drug company workers, government officials and others have been injected",2020/9/26,military,-1,nytimes,https://www.nytimes.com/2020/09/26/business/china-coronavirus-vaccine.html,-0.1,-0.82,1
128,U.S. Designates China¡¯s Official Media as Operatives of the Communist State,The move is the latest in the Trump administration¡¯s efforts,2020/2/18,politics ,0,nytimes,https://www.nytimes.com/2020/02/18/world/asia/china-media-trump.html,0,0,1
809,Predicted virus numbers in US reflect its predictable governance: China Daily editorial,,2020/9/6,covid-19,-1,chinadaily,https://global.chinadaily.com.cn/a/202008/18/WS5f3bf51ea3108348172611fb.html,-0.1,-0.82,1
130,"Coronavirus Epidemic Keeps Growing, but Spread in China Slows",The World Health Organization said China¡¯s drastic limits on people¡¯s,2020/2/18,covid-19,1,nytimes,https://www.nytimes.com/2020/02/18/world/asia/china-coronavirus-cases.html,0,0.8,1
202,China Limited the Mekong¡¯s Flow. Other Countries Suffered a Drought.,New research show that Beijing¡¯s engineers appear to have directly,2020/4/13,politics ,-1,nytimes,https://www.nytimes.com/2020/04/13/world/asia/china-mekong-drought.html,-0.098214286,-0.819642857,1
119,"To Tame Coronavirus, Mao-Style Social Control Blankets China","Despite their high-tech tools, the authorities are mainly relying on",2020/2/15,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/15/business/china-coronavirus-lockdown.html,-0.091666667,-0.818333333,1
132,"Lesson of the Day: ¡®To Tame Coronavirus, Mao-Style Social Control Blankets China¡¯","In this lesson, students will learn about China¡¯s efforts to",2020/2/19,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/19/learning/lesson-of-the-day-to-tame-coronavirus-mao-style-social-control-blankets-china.html,-0.091666667,-0.818333333,1
297,"Where Jaguars Are Killed, New Common Factor Emerges: Chinese Investment","Poaching of the big cats is on the rise, and",2020/6/11,business,-1,nytimes,https://www.nytimes.com/2020/06/11/science/jaguars-poaching-china.html,-0.090909091,-0.818181818,1
78,Home at Last From China: A Foreign Exchange Student¡¯s Travel Ordeal,A tense nighttime drive along deserted roads to an empty,2020/2/3,society ,-1,nytimes,https://www.nytimes.com/2020/02/03/us/coronavirus-american-student-china.html,-0.0625,-0.8125,1
112,An American in a Locked Down Chinese Town: ¡®Everyone Here Is So Bored¡¯,"Policed by his neighbors and inundated with misinformation, Bob Huang",2020/2/13,covid-19,-1,nytimes,https://www.nytimes.com/2020/02/13/world/asia/china-coronavirus-american.html,-0.051851852,-0.81037037,1
137,Eric Schmidt: I Used to Run Google. Silicon Valley Could Lose to China.,We can¡¯t win the technology wars without the federal government¡¯s,2020/2/27,tech,1,nytimes,https://www.nytimes.com/2020/02/27/opinion/eric-schmidt-ai-china.html,0,0.8,1
614,"US 2019 GDP grew 2.3%, down slightly from 2018; outlook for 2020 steady",,2020/2/1,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202001/30/WS5e31c2c5a310128217273a17.html,-0.051851852,-0.81037037,1
139,"To Protect Global Health, Work With China",A senior Chinese official in Hong Kong on his government¡¯s,2020/2/28,politics ,1,nytimes,https://www.nytimes.com/2020/02/28/opinion/coronavirus-china-government.html,0,0.8,1
106,U.S. Charges Chinese Military Officers in 2017 Equifax Hacking,The indictment suggests that the breach was part of a,2020/2/10,tech,-1,nytimes,https://www.nytimes.com/2020/02/10/us/politics/equifax-hack-china.html,-0.05,-0.81,1
108,Barr Announces Charges Against Chinese Military Officers,Attorney General William P. Barr said the U.S. charged four,2020/2/10,politics ,-1,nytimes,https://www.nytimes.com/video/us/politics/100000006971213/barr-equifax.html,-0.05,-0.81,1
142,"Coronavirus, China¡¯s Quarantines, Super Tuesday: Your Tuesday Briefing",Here¡¯s what you need to know.,2020/3/2,covid-19,0,nytimes,https://www.nytimes.com/2020/03/02/briefing/coronavirus-china-quarantine-super-tuesday.html,0.333333333,0.333333333,1
109,Chinese Hacking Is Alarming. So Are Data Brokers.,Companies like Equifax threaten our personal privacy and our national,2020/2/11,tech,-1,nytimes,https://www.nytimes.com/2020/02/10/opinion/equifax-breach-china-hacking.html,-0.05,-0.81,1
273,U.S. to Expel Chinese Graduate Students With Ties to China¡¯s Military Schools,The move is the latest in the Trump administration¡¯s efforts,2020/5/28,military ,-1,nytimes,https://www.nytimes.com/2020/05/28/us/politics/china-hong-kong-trump-student-visas.html,-0.05,-0.81,1
631,"As US tightens scrutiny of IPOs, Chinese companies must tread carefully",,2020/2/28,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202008/11/WS5f31d7b2a31083481725f6a7.html,-0.05,-0.81,1
146,Inside China¡¯s All-Out War on the Coronavirus,"Dr. Bruce Aylward, of the W.H.O., got a rare glimpse",2020/3/4,covid-19,0,nytimes,https://www.nytimes.com/2020/03/04/health/coronavirus-china-aylward.html,0,0,1
147,China¡¯s Battle Against Coronavirus: 7 Takeaways,"Dr. Bruce Aylward, leader of the team that visited China,",2020/3/4,covid-19,1,nytimes,https://www.nytimes.com/2020/03/04/health/china-lessons-aylward.html,0,0.8,1
778,America first' policy makes US worse while White House targets China,,2020/8/10,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202010/09/WS5f7fbdc0a31099a234350d82.html,-0.05,-0.81,1
851,No clear solution to differential equation that plagues the US,,2020/11/11,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202002/01/WS5e34a7a2a310a2fabb7a1d46.html,-0.05,-0.81,1
150,China Pushes Back as Coronavirus Crisis Damages Its Image,The country is appealing for sympathy while attacking those who,2020/3/6,covid-19,0,nytimes,https://www.nytimes.com/2020/03/06/world/asia/china-coronavirus-image.html,0,0,1
151,Why the Coronavirus Could Threaten the U.S. Economy Even More Than China¡¯s,"If people stop traveling and going to the dentist, the",2020/3/6,covid-19,0,nytimes,https://www.nytimes.com/2020/03/06/business/coronavirus-economy-us-china.html,0.5,0.5,1
152,Florida Lobster Got a Break on China Tariffs. Then Came Coronavirus.,"China, the biggest customer, took aim at the U.S. catch",2020/3/6,covid-19,0,nytimes,https://www.nytimes.com/2020/03/06/business/economy/lobster-florida-china-virus.html,0,0,1
153,Trump Administration Blocks Chinese Acquisition of Hotel Software Company,"The decision, based on national security concerns, is the latest",2020/3/6,politics ,1,nytimes,https://www.nytimes.com/2020/03/06/business/economy/trump-administration-blocks-chinese-acquisition-cfius.html,0,0.8,1
154,I¡¯m Chinese. That Doesn¡¯t Mean I Have Coronavirus.,"¡°If you¡¯re scared of me, get up and leave.¡±",2020/3/7,covid-19,1,nytimes,https://www.nytimes.com/2020/03/07/opinion/coronavirus-asian-racism.html,-0.15625,0.76875,1
155,Coronavirus Spurs U.S. Efforts to End China¡¯s Chokehold on Drugs,The Trump administration says the U.S. is too dependent on,2020/3/11,covid-19,0,nytimes,https://www.nytimes.com/2020/03/11/business/economy/coronavirus-china-trump-drugs.html,0,0,1
777,America first' policy makes US worse while White House targets China: China Daily editorial,,2020/8/9,politics,-1,chinadaily,https://epaper.chinadaily.com.cn/a/202010/09/WS5f7fa085a31099a234350d5d.html,-0.0375,-0.8075,1
793,New US curbs on Huawei firmly opposed,,2020/8/19,business ,-1,chinadaily,https://global.chinadaily.com.cn/a/202005/18/WS5ec1c29aa310a8b241156478.html,-0.031818182,-0.806363636,1
836,US suffering absence of national leadership,,2020/10/20,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202012/04/WS5fc9a84fa31024ad0ba99d32.html,-0.0125,-0.8025,1
833,US suffering absence of national leadership: China Daily editorial,,2020/10/19,politics,-1,chinadaily,https://www.chinadaily.com.cn/a/202011/17/WS5fb32108a31024ad0ba94821.html,-0.00625,-0.80125,1
507,"China loomed large in the debate, but largely as a caricatured place of shady deals and a deadly virus.","China was a frequent touchpoint in the debate, but largely",2020/10/23,Covid-19,-1,nytimes,https://www.nytimes.com/2020/10/23/us/elections/china-loomed-large-in-the-debate-but-largely-as-a-caricatured-place-of-shady-deals-and-a-deadly-virus.html,-0.005357143,-0.801071429,1
6,Trump Administration¡¯s Actions in Middle East Complicate Its Criticisms of China,President Trump¡¯s use of military force against Iran gives Beijing,2020/1/9,military ,-1,nytimes,https://www.nytimes.com/2020/01/09/world/asia/trump-china-iran.html,0,-0.8,1
7,How China May Help Its Enemy Get Elected in Taiwan,President Tsai can thank Beijing for its stupidity if she,2020/1/10,politics ,-1,nytimes,https://www.nytimes.com/2020/01/09/opinion/taiwan-election-china.html,0,-0.8,1
8,U.S. Says China Is No Longer a Currency Manipulator,The Treasury Department¡¯s removal of the designation provided a major,2020/1/13,business ,-1,nytimes,https://www.nytimes.com/2020/01/13/us/politics/treasury-china-currency-manipulator-trade.html,0,-0.8,1
164,Trump Signs Relief Package; China Reports Zero New Local Infections,"Two congressmen tested positive for the virus, as work continued",2020/3/18,covid-19,1,nytimes,https://www.nytimes.com/2020/03/18/world/coronavirus-news.html,0.068181818,0.813636364,1
165,"Coronavirus, Italy, China: Your Wednesday Briefing",Here¡¯s what you need to know.,2020/3/18,covid-19,0,nytimes,https://www.nytimes.com/2020/03/18/briefing/coronavirus-italy-china.html,0,0,1
166,"China Defends Expulsion of American Journalists, Accusing U.S. of Prejudice",An official said the expulsions were needed to defend China¡¯s,2020/3/18,politics,1,nytimes,https://www.nytimes.com/2020/03/18/world/asia/china-expels-journalists.html,0,0.8,1
167,"Its Coronavirus Cases Dwindling, China Turns Focus Outward",Beijing is mounting a humanitarian aid blitz in countries struggling,2020/3/18,covid-19,1,nytimes,https://www.nytimes.com/2020/03/18/world/asia/coronavirus-china-aid.html,0,0.8,1
12,Video Shows Bus Falling Into Sinkhole in China,"A sinkhole in China swallowed a bus, killing at least",2020/1/14,society ,-1,nytimes,https://www.nytimes.com/video/world/americas/100000006920168/sinkhole-china-bus.html,0,-0.8,1
17,How China Obtains American Trade Secrets,Companies have long accused Chinese rivals of swiping or seizing,2020/1/15,business  ,-1,nytimes,https://www.nytimes.com/2020/01/15/business/china-technology-transfer.html,0,-0.8,1
170,China Hits a Coronavirus Milestone: No New Local Infections,All of the new cases reported on Thursday involved people,2020/3/19,covid-19,1,nytimes,https://www.nytimes.com/2020/03/18/world/asia/china-coronavirus-zero-infections.html,-0.034090909,0.793181818,1
171,"Coronavirus, China, Italy: Your Thursday Briefing",Here¡¯s what you need to know.,2020/3/19,covid-19,0,nytimes,https://www.nytimes.com/2020/03/19/briefing/coronavirus-china-italy.html,0,0,1
172,World Feared China Over Coronavirus. Now the Tables Are Turned.,Asian countries that suffered through the pandemic first are working,2020/3/19,covid-19,1,nytimes,https://www.nytimes.com/2020/03/19/world/asia/coronavirus-china-united-states.html,0,0.8,1
26,The Campaign to Redefine ¡®Chinese Restaurant Syndrome¡¯,The leading maker of MSG started a push to ask,2020/1/16,business ,-1,nytimes,https://www.nytimes.com/2020/01/16/dining/msg-chinese-restaurant-syndrome-merriam-webster-dictionary.html,0,-0.8,1
27,"In Huawei Battle, China Threatens Germany ¡®Where It Hurts¡¯: Automakers","VW, Daimler and BMW sell more cars in China than",2020/1/16,business ,-1,nytimes,https://www.nytimes.com/2020/01/16/world/europe/huawei-germany-china-5g-automakers.html,0,-0.8,1
175,"Western Universities Rely on China. After the Virus, That May Not Last.","In Britain, the United States and Australia, the coronavirus could",2020/3/21,covid-19,0,nytimes,https://www.nytimes.com/2020/03/21/world/europe/coronavirus-chinese-students-uk.html,0,0,1
176,¡®Astronaut¡¯ Families Stressed by Straddling 2 Worlds: China and Canada,"Transnational migrants who shuttle between Vancouver and China confront loneliness,",2020/3/21,tech,0,nytimes,https://www.nytimes.com/2020/03/21/world/canada/vancouver-chinese-immigrants.html,0,0,1
32,The Chinese Population Crisis,How Communist cruelty and Western folly built an underpopulation bomb.,2020/1/18,society ,-1,nytimes,https://www.nytimes.com/2020/01/18/opinion/sunday/the-chinese-population-crisis.html,0,-0.8,1
178,"The U.S. Needs China¡¯s Masks, as Acrimony Grows",Beijing has signaled a willingness to supply the U.S. as,2020/3/23,covid-19,0,nytimes,https://www.nytimes.com/2020/03/23/business/coronavirus-china-masks.html,0,0,1
33,"Lessons for Americans, From a Chinese Classroom","Observing how Chinese 2- and 3-year-olds navigated a second language,",2020/1/20,society ,-1,nytimes,https://www.nytimes.com/2020/01/20/well/family/bilingual-toddlers-china-learning-english.html,0,-0.8,1
180,"After the Fire, a Chinatown Museum Sifts Through What Survived",Families are celebrating hundreds of boxes of heirlooms that were,2020/3/23,society   ,1,nytimes,https://www.nytimes.com/2020/03/23/arts/design/chinatown-museum-fire-archives.html,0,0.8,1
34,Trump¡¯s China Deal Creates Collateral Damage for Tech Firms,Micron secured some gains from the China deal but it,2020/1/20,tech,-1,nytimes,https://www.nytimes.com/2020/01/20/business/economy/trump-us-china-deal-micron-trade-war.html,0,-0.8,1
182,"On Russia-China Border, Selective Memory of Massacre Works for Both Sides",The countries agree a mass killing occurred on the Amur,2020/3/26,politics ,0,nytimes,https://www.nytimes.com/2020/03/26/world/europe/russia-china-border.html,0,0,1
183,"To Slow Virus, China Bars Entry by Almost All Foreigners","Beijing halted most international flights, making it hard for citizens",2020/3/26,covid-19,0,nytimes,https://www.nytimes.com/2020/03/26/world/asia/china-virus-travel-ban.html,-0.3,-0.3,1
35,"Democrats, China Virus, Australian Open: Your Monday Briefing",Here's what you need to know.,2020/1/20,covid-19,-1,nytimes,https://www.nytimes.com/2020/01/20/briefing/democrats-china-virus-australian-open.html,0,-0.8,1
36,China Says It Will Ban Plastics That Pollute Its Land and Water,Though likely to be welcomed by many Chinese who worry,2020/1/20,society   ,-1,nytimes,https://www.nytimes.com/2020/01/20/world/asia/china-plastic.html,0,-0.8,1
186,White House Airlifts Medical Supplies From China in Coronavirus Fight,Officials have teamed up with medical supply companies to speed,2020/3/29,covid-19,1,nytimes,https://www.nytimes.com/2020/03/29/business/economy/coronavirus-china-supplies.html,0,0.8,1
187,"Coronavirus, New York, China: Your Monday Briefing",Here's what you need to know.,2020/3/30,covid-19,0,nytimes,https://www.nytimes.com/2020/03/30/briefing/coronavirus-new-york-china.html,0.136363636,0.136363636,1
188,"A Loyal Chinese Critic Vanishes, in a Blow to the Nation¡¯s Future","The sudden silence of Ren Zhiqiang, a vocal member of",2020/3/31,society   ,0,nytimes,https://www.nytimes.com/2020/03/31/business/china-ren-zhiqiang-censorship.html,0.111111111,0.111111111,1
